GeoFips,GeoName,LineCode,Description,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998
17000,Illinois,20,  Wage and salary employment,6048181,5964998,5926484,5858922,5795826,5871718,6155329,6183040,6135532,6055202,6018274,6015734,6084529,6189405,6243126,6152804,6082793
17000,Illinois,40,  Proprietors employment,1547467,1529822,1505345,1520800,1456656,1455034,1412472,1405433,1320111,1282973,1233368,1181656,1135697,1120556,1116499,1066435,1056410
17000,Illinois,50,    Farm proprietors employment,61663,62130,61551,62365,62436,62244,62656,62701,59651,61040,61664,63342,66349,76657,80224,80809,81469
17000,Illinois,60,    Nonfarm proprietors employment,1485804,1467692,1443794,1458435,1394220,1392790,1349816,1342732,1260460,1221933,1171704,1118314,1069348,1043899,1036275,985626,974941
17000,Illinois,70,  Farm employment,73358,74799,77352,79335,80142,77654,79047,80527,77657,78311,76924,81235,82486,96985,100588,99993,98814
17000,Illinois,80,  Nonfarm employment,7522290,7420021,7354477,7300387,7172340,7249098,7488754,7507946,7377986,7259864,7174718,7116155,7137740,7212976,7259037,7119246,7040389
17000,Illinois,90,    Private nonfarm employment,6651752,6545632,6472828,6409259,6264993,6334374,6580185,6610134,6482838,6366411,6278237,6213198,6225828,6312628,6364287,6237150,6169802
17000,Illinois,100,"      Forestry, fishing, and related activities",13586,12383,12167,11879,11633,12133,11957,11490,10566,10884,10823,10614,11977,10983,11024,11882,13132
17000,Illinois,200,"      Mining, quarrying, and oil and gas extraction",31382,29761,28768,22723,25573,22391,23194,19494,18703,17496,16622,18029,16888,18190,17096,18521,19076
17000,Illinois,300,      Utilities,24961,24679,24724,24222,24050,24366,24707,23871,23742,24012,24578,25188,28539,30007,31990,32871,33927
17000,Illinois,400,      Construction,321105,308462,304384,310767,315458,344885,388587,410726,415630,403586,393091,392476,383613,385995,373029,356434,344849
17000,Illinois,500,      Manufacturing,602716,600933,602807,593824,578567,597879,676108,694099,700079,705804,713715,731495,771647,831602,880239,893088,914475
17000,Illinois,510,        Durable goods manufacturing,362107,362470,364917,354684,339518,351018,413229,426153,430270,428318,430304,438800,466729,515344,552499,561767,583139
17000,Illinois,530,        Nondurable goods manufacturing,240609,238463,237890,239140,239049,246861,262879,267946,269809,277486,283411,292695,304918,316258,327740,331321,331336
17000,Illinois,600,      Wholesale trade,319574,318278,314027,310192,305435,313166,330007,331649,327850,321701,315483,315336,320006,331419,339646,335710,332291
17000,Illinois,700,      Retail trade,715479,708035,704989,708428,693969,710799,742323,757492,750690,749434,743906,745707,745975,754569,765159,753384,756183
17000,Illinois,800,      Transportation and warehousing,333226,323738,318332,307270,293211,293923,305146,308766,299770,293865,286087,281152,283866,293097,292231,281087,279606
17000,Illinois,900,      Information,118361,117719,118980,119284,120067,124875,135110,136330,135667,138217,138498,143823,152369,164882,169237,162356,162869
17000,Illinois,1000,      Finance and insurance,489867,492655,492057,499363,477723,494692,474841,459289,438428,437003,435140,436907,438120,441481,452457,446185,448482
17000,Illinois,1100,      Real estate and rental and leasing,279122,276864,274057,281087,276850,273370,282244,290241,279709,268373,250832,237554,225758,222487,221695,202986,213671
17000,Illinois,1200,"      Professional, scientific, and technical services",548826,535372,520937,513087,504106,506977,529767,525061,508013,492109,481947,471401,481362,496983,491538,472600,443019
17000,Illinois,1300,      Management of companies and enterprises,109172,109346,108396,103557,101734,100563,103306,100205,99629,95957,92090,88876,87726,84391,79319,81365,80914
17000,Illinois,1400,      Administrative and support and waste management and remediation services,544173,526796,513219,495779,478459,459680,503762,518828,504941,486254,481869,451657,446558,453682,455385,446959,437200
17000,Illinois,1500,      Educational services,211322,206476,201317,197423,195208,190086,180468,174365,171163,160118,153813,149003,144909,139616,132815,124794,123083
17000,Illinois,1600,      Health care and social assistance,861377,852267,846066,836519,821292,810971,798376,782387,757800,738936,728503,718792,705241,692419,697919,675535,656008
17000,Illinois,1700,"      Arts, entertainment, and recreation",156432,153076,152470,148613,145954,145864,148655,146720,141980,140209,138339,137071,135866,131284,130800,125191,117113
17000,Illinois,1800,      Accommodation and food services,504201,495479,484982,475311,465108,468020,480279,479771,469299,457429,450455,441675,433954,433527,427433,421190,414047
17000,Illinois,1900,      Other services (except public administration),466870,453313,450149,449931,430596,439734,441348,439350,429179,425024,422446,416442,411454,396014,395275,395012,379857
17000,Illinois,2000,    Government and government enterprises,870538,874389,881649,891128,907347,914724,908569,897812,895148,893453,896481,902957,911912,900348,894750,882096,870587
17000,Illinois,2001,"      Federal, civilian",79975,81214,83228,85985,92005,87547,87412,87442,88072,89325,90139,92383,92714,91335,99843,95176,95581
17000,Illinois,2002,      Military,41893,43324,43853,44574,47776,48155,48545,48053,47195,47031,49960,51978,54686,56769,57432,57944,57896
17000,Illinois,2010,      State and local,748670,749851,754568,760569,767566,779022,772612,762317,759881,757097,756382,758596,764512,752244,737475,728976,717110
17000,Illinois,2011,        State government,152056,150996,152467,155607,155374,157756,156481,154479,155278,156299,157138,157173,166066,167302,164536,165141,161791
17000,Illinois,2012,        Local government,596614,598855,602101,604962,612192,621266,616131,607838,604603,600798,599244,601423,598446,584942,572939,563835,555319
18000,Indiana,10,Total employment,3729352,3674547,3633616,3584521,3519340,3526276,3682729,3719240,3671528,3629742,3589378,3550537,3551476,3585056,3645837,3595327,3543556
18000,Indiana,20,  Wage and salary employment,3057584,3011204,2978283,2920175,2877455,2879245,3044194,3076261,3060168,3035112,3015965,2990058,2997844,3029863,3092859,3060251,3004248
18000,Indiana,40,  Proprietors employment,671768,663343,655333,664346,641885,647031,638535,642979,611360,594630,573413,560479,553632,555193,552978,535076,539308
18000,Indiana,50,    Farm proprietors employment,51236,51475,51001,53564,53288,52683,52258,52276,51048,52119,52527,53974,56675,62793,65029,65866,67285
18000,Indiana,60,    Nonfarm proprietors employment,620532,611868,604332,610782,588597,594348,586277,590703,560312,542511,520886,506505,496957,492400,487949,469210,472023
18000,Indiana,70,  Farm employment,62755,63865,64758,64083,67194,63120,61507,63979,64241,63585,63328,65582,68190,77335,79633,79659,79787
18000,Indiana,80,  Nonfarm employment,3666597,3610682,3568858,3520438,3452146,3463156,3621222,3655261,3607287,3566157,3526050,3484955,3483286,3507721,3566204,3515668,3463769
18000,Indiana,90,    Private nonfarm employment,3223979,3167652,3122023,3069055,2993956,3001243,3160627,3204155,3163254,3125156,3084947,3043407,3048131,3077151,3134715,3093182,3046049
18000,Indiana,100,"      Forestry, fishing, and related activities",10120,9394,9083,8833,8728,8723,8705,8599,7944,7883,7626,7107,7830,7378,7344,7806,8022
18000,Indiana,200,"      Mining, quarrying, and oil and gas extraction",14393,13698,13456,11255,11839,10771,11101,10036,9608,9256,9151,9431,9109,9402,9355,9657,9817
18000,Indiana,300,      Utilities,14519,14529,14682,15059,15389,15748,15702,15374,15258,15079,14822,14700,14985,15344,16127,16483,16914
18000,Indiana,400,      Construction,189849,189191,190144,184043,179720,190629,216408,225272,223736,221053,215752,211076,209111,213224,211632,210453,208294
18000,Indiana,500,      Manufacturing,523920,507425,495967,477815,460856,456137,532946,562111,576453,581467,582190,582408,598929,625954,673732,676701,670161
18000,Indiana,510,        Durable goods manufacturing,374258,362461,355433,339849,322979,318709,385455,409621,422207,426443,426131,426081,440405,463685,505575,507459,502069
18000,Indiana,530,        Nondurable goods manufacturing,149662,144964,140534,137966,137877,137428,147491,152490,154246,155024,156059,156327,158524,162269,168157,169242,168092
18000,Indiana,600,      Wholesale trade,127020,126256,125147,124906,122730,125028,134577,135839,133772,131403,127951,125843,128402,131944,134789,132419,131245
18000,Indiana,700,      Retail trade,388457,384876,379359,376935,370036,378765,393382,405492,407668,409324,408561,411804,416177,423616,435052,430176,435488
18000,Indiana,800,      Transportation and warehousing,154672,149900,147229,143485,138456,139205,146411,149966,146362,141799,135455,132155,133810,138926,141049,136469,135558
18000,Indiana,900,      Information,43798,43894,43691,42654,43906,45645,47998,48691,47735,47485,47672,47427,48379,51238,51891,51005,51328
18000,Indiana,1000,      Finance and insurance,147783,146611,146085,148670,143357,146705,143210,139829,134912,134063,135419,137317,137209,138414,140957,141490,143365
18000,Indiana,1100,      Real estate and rental and leasing,119093,118408,117995,120177,116755,114651,117152,119833,114902,113015,106402,100109,97644,98179,96908,89801,94283
18000,Indiana,1200,"      Professional, scientific, and technical services",165113,161128,158553,157268,156139,156533,161139,158886,150849,146081,144330,139139,137690,137596,134868,133394,124771
18000,Indiana,1300,      Management of companies and enterprises,34390,33207,31332,30191,29150,29634,31536,29855,28175,27577,28077,28096,28064,27529,27729,27641,27350
18000,Indiana,1400,      Administrative and support and waste management and remediation services,234046,224100,219247,213550,201876,188486,204125,210142,204873,198545,192053,181022,178741,170148,179827,171913,159370
18000,Indiana,1500,      Educational services,83519,81530,79599,78987,77955,75792,75213,72648,70820,67691,65668,63149,61450,57840,54607,51024,48639
18000,Indiana,1600,      Health care and social assistance,413871,413008,407044,400039,395139,389191,380720,371484,359347,349986,343399,339537,332868,329834,325575,316998,308080
18000,Indiana,1700,"      Arts, entertainment, and recreation",70656,70566,70497,69961,69885,70700,71286,69901,68135,67805,67530,67235,66355,65327,65048,61058,56190
18000,Indiana,1800,      Accommodation and food services,265928,261943,256912,250879,244278,247266,254506,253638,250270,245519,241989,238299,235737,234883,230559,229727,225046
18000,Indiana,1900,      Other services (except public administration),222832,217988,216001,214348,207762,211634,214510,216559,212435,210125,210900,207553,205641,200375,197666,198967,192128
18000,Indiana,2000,    Government and government enterprises,442618,443030,446835,451383,458190,461913,460595,451106,444033,441001,441103,441548,435155,430570,431489,422486,417720
18000,Indiana,2001,"      Federal, civilian",36322,37021,37602,38374,42266,39217,38049,37039,36765,36533,36452,37280,37262,37587,42957,38937,38602
18000,Indiana,2002,      Military,21488,21468,21601,22321,22188,22353,21836,20705,20566,20547,21043,22092,21453,21955,22553,21900,21880
18000,Indiana,2010,      State and local,384808,384541,387632,390688,393736,400343,400710,393362,386702,383921,383608,382176,376440,371028,365979,361649,357238
18000,Indiana,2011,        State government,115324,115750,117956,118863,117430,118224,117477,114452,111581,111531,112698,113662,112400,111092,110610,109357,108877
18000,Indiana,2012,        Local government,269484,268791,269676,271825,276306,282119,283233,278910,275121,272390,270910,268514,264040,259936,255369,252292,248361
19000,Iowa,10,Total employment,2031620,2012174,1987528,1970978,1945117,1959105,1995784,1990673,1963484,1934813,1901176,1872263,1877952,1899024,1913422,1893264,1877088
19000,Iowa,20,  Wage and salary employment,1609473,1593246,1571483,1553036,1537132,1547457,1590653,1583442,1571356,1547859,1523691,1501099,1508207,1522064,1534288,1521119,1500525
19000,Iowa,40,  Proprietors employment,422147,418928,416045,417942,407985,411648,405131,407231,392128,386954,377485,371164,369745,376960,379134,372145,376563
19000,Iowa,50,    Farm proprietors employment,72265,72641,72209,72700,72352,72595,73352,74306,71617,73612,74640,76864,81029,91481,94983,95648,97315
19000,Iowa,60,    Nonfarm proprietors employment,349882,346287,343836,345242,335633,339053,331779,332925,320511,313342,302845,294300,288716,285479,284151,276497,279248
19000,Iowa,70,  Farm employment,87080,91899,88193,90854,91009,88830,91436,89989,87603,91191,89651,91662,96340,106696,109851,109060,113359
19000,Iowa,80,  Nonfarm employment,1944540,1920275,1899335,1880124,1854108,1870275,1904348,1900684,1875881,1843622,1811525,1780601,1781612,1792328,1803571,1784204,1763729
19000,Iowa,90,    Private nonfarm employment,1677063,1653035,1631893,1611963,1585400,1600138,1638126,1637183,1614024,1583633,1551447,1522159,1524073,1535583,1547315,1533274,1515079
19000,Iowa,100,"      Forestry, fishing, and related activities",15669,16593,15946,15314,15208,14454,13428,12565,11359,11269,11017,10232,11008,9995,10163,10966,11448
19000,Iowa,200,"      Mining, quarrying, and oil and gas extraction",5371,5190,5052,4035,4204,3829,3796,3358,3111,2902,2803,2669,2535,2745,2592,2823,2795
19000,Iowa,300,      Utilities,6760,6707,6743,6813,7082,7331,7517,7309,7123,7118,7658,7797,8861,8512,8869,8869,8964
19000,Iowa,400,      Construction,115378,108054,104505,101589,101419,107423,115989,116450,117640,113974,108267,103330,101012,101804,100223,102040,99918
19000,Iowa,500,      Manufacturing,224382,221342,217188,212358,206667,209667,233224,235962,237178,234912,228869,225496,233029,245615,255676,257272,255371
19000,Iowa,510,        Durable goods manufacturing,135378,133114,130523,126121,120284,121724,142709,145867,146877,144326,139462,134674,139778,149953,159044,156844,155917
19000,Iowa,530,        Nondurable goods manufacturing,89004,88228,86665,86237,86383,87943,90515,90095,90301,90586,89407,90822,93251,95662,96632,100428,99454
19000,Iowa,600,      Wholesale trade,74085,74375,73610,72254,70832,72003,74257,73467,72803,72500,70599,69557,70895,72850,73943,74267,75244
19000,Iowa,700,      Retail trade,222569,221153,218327,218092,214415,219407,221994,226558,228572,229022,228252,228403,229265,231923,237593,233370,236327
19000,Iowa,800,      Transportation and warehousing,74833,73709,73713,72515,70947,72192,73396,74095,72065,69690,66488,64400,64779,63897,64022,61972,60674
19000,Iowa,900,      Information,30044,30402,31226,32617,32849,34492,36284,36739,36374,36703,36500,36206,37336,40491,43846,41535,39075
19000,Iowa,1000,      Finance and insurance,129799,129603,128835,130021,125379,125966,121087,116196,110248,106532,104795,103085,101688,99806,98027,98076,97772
19000,Iowa,1100,      Real estate and rental and leasing,55743,55038,53638,53074,52629,50991,50657,49701,49571,47335,45024,43345,41613,41599,41624,37789,39509
19000,Iowa,1200,"      Professional, scientific, and technical services",77244,75231,73045,71695,70965,70729,72374,71870,67782,65835,65590,62791,62608,62855,62488,61662,58290
19000,Iowa,1300,      Management of companies and enterprises,19095,17430,16903,15622,14062,14034,13874,13522,13090,12118,10585,10077,8105,7744,7501,8067,8169
19000,Iowa,1400,      Administrative and support and waste management and remediation services,92320,91027,91277,89684,88921,85293,89361,89864,86357,83736,82972,80685,80536,80884,81341,78918,75876
19000,Iowa,1500,      Educational services,48036,47420,46623,46123,45525,44067,42391,41465,42154,40711,39576,37282,37311,36835,33532,32654,31581
19000,Iowa,1600,      Health care and social assistance,216422,214653,213057,210389,209683,207916,205123,202080,196979,192335,190164,188427,186368,186036,183716,179427,176765
19000,Iowa,1700,"      Arts, entertainment, and recreation",34251,33849,35177,35520,34504,35056,35173,34966,34248,32848,32262,31762,32682,31823,32205,30984,29646
19000,Iowa,1800,      Accommodation and food services,127825,126729,122935,120622,118875,121313,123723,125197,122434,119522,116409,114592,112612,112124,112673,113105,111314
19000,Iowa,1900,      Other services (except public administration),107237,104530,104093,103626,101234,103975,104478,105819,104936,104571,103617,102023,101830,98045,97281,99478,96341
19000,Iowa,2000,    Government and government enterprises,267477,267240,267442,268161,268708,270137,266222,263501,261857,259989,260078,258442,257539,256745,256256,250930,248650
19000,Iowa,2001,"      Federal, civilian",17574,17446,17631,18045,19190,18556,18390,18315,18165,18193,18379,19151,19359,18940,20728,19899,20010
19000,Iowa,2002,      Military,12211,12673,12905,13011,13040,12900,12875,12761,13272,13673,14235,14148,13972,13932,14246,13816,13977
19000,Iowa,2010,      State and local,237692,237121,236906,237105,236478,238681,234957,232425,230420,228123,227464,225143,224208,223873,221282,217215,214663
19000,Iowa,2011,        State government,66559,66774,66585,66595,65856,68104,67664,66289,65529,65325,65776,63950,62901,63190,63190,61400,61023
19000,Iowa,2012,        Local government,171133,170347,170321,170510,170622,170577,167293,166136,164891,162798,161688,161193,161307,160683,158092,155815,153640
20000,Kansas,10,Total employment,1896765,1867040,1839921,1819440,1801731,1818168,1860833,1846156,1795997,1763469,1749709,1739176,1751506,1767423,1759453,1740268,1723281
20000,Kansas,20,  Wage and salary employment,1471776,1447192,1433367,1418264,1408765,1428186,1477312,1468128,1434823,1410921,1405649,1398251,1416551,1429672,1421827,1409660,1391932
20000,Kansas,40,  Proprietors employment,424989,419848,406554,401176,392966,389982,383521,378028,361174,352548,344060,340925,334955,337751,337626,330608,331349
20000,Kansas,50,    Farm proprietors employment,52744,53410,52804,53660,53857,53973,54530,55108,54114,55592,55703,56902,58985,65434,65265,66141,66561
20000,Kansas,60,    Nonfarm proprietors employment,372245,366438,353750,347516,339109,336009,328991,322920,307060,296956,288357,284023,275970,272317,272361,264467,264788
20000,Kansas,70,  Farm employment,64636,62750,63694,65761,63882,62786,63808,65718,64910,66814,67587,68516,70506,78133,77477,80286,80282
20000,Kansas,80,  Nonfarm employment,1832129,1804290,1776227,1753679,1737849,1755382,1797025,1780438,1731087,1696655,1682122,1670660,1681000,1689290,1681976,1659982,1642999
20000,Kansas,90,    Private nonfarm employment,1536646,1507657,1478308,1453878,1434108,1454970,1498557,1486069,1442814,1413899,1398296,1383582,1394598,1406997,1403053,1384060,1371809
20000,Kansas,100,"      Forestry, fishing, and related activities",10092,9986,9650,9390,9235,9012,8582,8163,7672,7872,7556,7237,7944,6986,7449,8061,8490
20000,Kansas,200,"      Mining, quarrying, and oil and gas extraction",49337,46831,42604,31815,36286,30039,31563,24115,22206,19515,18106,19683,17410,19360,17563,18796,19424
20000,Kansas,300,      Utilities,8008,7957,8156,8230,8025,7934,7850,7592,7477,7441,7355,7258,7077,7606,7507,7597,7084
20000,Kansas,400,      Construction,91847,88324,86087,83645,84965,91188,98469,99664,97881,95301,93386,91921,90486,92585,93172,92766,89230
20000,Kansas,500,      Manufacturing,169818,169997,169292,167302,166013,173817,193137,192940,188100,185279,181697,179057,188979,200056,203825,205373,207787
20000,Kansas,510,        Durable goods manufacturing,103172,104805,103864,101825,101065,107899,125095,122539,118338,115121,110816,108537,116347,127889,130106,131734,134265
20000,Kansas,530,        Nondurable goods manufacturing,66646,65192,65428,65477,64948,65918,68042,70401,69762,70158,70881,70520,72632,72167,73719,73639,73522
20000,Kansas,600,      Wholesale trade,66594,64994,64002,64769,64419,66151,67827,66105,64835,64517,64494,63537,65432,65740,67122,67612,68036
20000,Kansas,700,      Retail trade,186047,183390,180698,180800,177982,182112,186531,191101,190741,191253,192847,194619,196127,198008,201967,200504,202895
20000,Kansas,800,      Transportation and warehousing,60930,59335,59224,57041,54758,56176,58577,59224,57456,55990,55408,55493,55319,56243,57554,54718,56053
20000,Kansas,900,      Information,31987,31687,31774,32110,33375,38635,42911,45064,43823,43480,45515,48255,50630,54838,49409,44811,41886
20000,Kansas,1000,      Finance and insurance,101023,100227,98732,99807,92567,94248,90060,86418,81247,78956,78721,78703,78515,76489,77343,76840,76258
20000,Kansas,1100,      Real estate and rental and leasing,61379,60589,58705,60667,58693,56671,57182,56737,54258,52830,49821,47212,45132,45310,44569,40048,43151
20000,Kansas,1200,"      Professional, scientific, and technical services",102458,100874,95448,93409,93158,93679,95686,92962,87596,85119,85024,80345,80673,81269,78236,76305,71083
20000,Kansas,1300,      Management of companies and enterprises,20099,16619,15006,15255,16497,14796,15150,13297,13001,11781,10593,11104,12520,13770,13976,14314,14916
20000,Kansas,1400,      Administrative and support and waste management and remediation services,107858,104779,100520,98191,93745,92764,97668,99036,93822,89507,85260,81341,83014,81561,82768,80030,77141
20000,Kansas,1500,      Educational services,28405,27415,26619,26081,26057,25129,24667,23709,22503,22075,21687,22647,22236,21160,19562,19186,18525
20000,Kansas,1600,      Health care and social assistance,195264,193611,193136,190956,188578,189071,186483,182422,177086,173831,172815,169818,168319,165364,162974,160449,156900
20000,Kansas,1700,"      Arts, entertainment, and recreation",31691,31123,30768,28512,27481,27263,27483,27499,26524,25920,25249,24120,25674,25005,25381,23634,22366
20000,Kansas,1800,      Accommodation and food services,115360,114120,112608,110618,108677,109814,111400,111100,110057,107273,106733,105157,103640,103217,101167,100470,100892
20000,Kansas,1900,      Other services (except public administration),98449,95799,95279,95280,93597,96471,97331,98921,96529,95959,96029,96075,95471,92430,91509,92546,89692
20000,Kansas,2000,    Government and government enterprises,295483,296633,297919,299801,303741,300412,298468,294369,288273,282756,283826,287078,286402,282293,278923,275922,271190
20000,Kansas,2001,"      Federal, civilian",24903,25434,26476,27356,28495,26362,25196,24880,26479,25871,25957,26180,26293,25660,27203,25932,26036
20000,Kansas,2002,      Military,35922,36331,37542,37679,37102,34418,33253,33003,30527,27852,28585,28973,28489,28436,28960,28919,29078
20000,Kansas,2010,      State and local,234658,234868,233901,234766,238144,239632,240019,236486,231267,229033,229284,231925,231620,228197,222760,221071,216076
20000,Kansas,2011,        State government,53357,53589,52582,53450,53275,53847,55699,55205,53988,54521,55294,59467,59927,59251,55500,55647,56075
20000,Kansas,2012,        Local government,181301,181279,181319,181316,184869,185785,184320,181281,177279,174512,173990,172458,171693,168946,167260,165424,160001
21000,Kentucky,10,Total employment,2437101,2402294,2385344,2365445,2322417,2327951,2402549,2414193,2373305,2333852,2298299,2272008,2262152,2283540,2306886,2264088,2222685
21000,Kentucky,20,  Wage and salary employment,1952624,1923758,1910516,1887646,1866856,1870449,1949451,1956179,1934131,1907892,1884007,1867226,1865802,1884691,1909887,1876601,1836220
21000,Kentucky,40,  Proprietors employment,484477,478536,474828,477799,455561,457502,453098,458014,439174,425960,414292,404782,396350,398849,396999,387487,386465
21000,Kentucky,50,    Farm proprietors employment,69178,69237,69282,70786,71511,72174,73415,74822,74111,75720,76935,80692,83906,92441,95288,95994,95869
21000,Kentucky,60,    Nonfarm proprietors employment,415299,409299,405546,407013,384050,385328,379683,383192,365063,350240,337357,324090,312444,306408,301711,291493,290596
21000,Kentucky,70,  Farm employment,83775,82897,84063,84789,84173,84803,87541,89477,89393,91230,96919,101509,100666,109958,111911,112620,111635
21000,Kentucky,80,  Nonfarm employment,2353326,2319397,2301281,2280656,2238244,2243148,2315008,2324716,2283912,2242622,2201380,2170499,2161486,2173582,2194975,2151468,2111050
21000,Kentucky,90,    Private nonfarm employment,1990059,1951015,1928977,1899174,1854951,1868300,1944620,1958317,1922615,1888019,1851791,1821799,1813770,1825805,1849038,1816751,1781905
21000,Kentucky,100,"      Forestry, fishing, and related activities",13490,13222,13033,12931,12910,13414,13391,13008,12661,12529,12438,12213,13434,13427,14221,14993,15379
21000,Kentucky,200,"      Mining, quarrying, and oil and gas extraction",26907,27087,30299,29330,29782,29593,30272,26752,27326,25108,22960,22884,22858,23236,21577,24003,25196
21000,Kentucky,300,      Utilities,6860,6725,6767,6709,6691,6793,6871,6926,6824,6727,6612,6650,6847,7312,8320,8550,8876
21000,Kentucky,400,      Construction,123522,117884,117938,117757,117194,127751,139841,142744,140474,141306,136654,133712,130222,136149,135048,134000,131542
21000,Kentucky,500,      Manufacturing,243107,236173,230127,219627,215166,219589,251178,262215,266689,267597,269340,271269,281201,298038,314691,312017,309938
21000,Kentucky,510,        Durable goods manufacturing,154281,147792,143012,133307,129005,131776,157536,166410,170555,170488,169687,169748,177240,190159,201383,196990,191625
21000,Kentucky,530,        Nondurable goods manufacturing,88826,88381,87115,86320,86161,87813,93642,95805,96134,97109,99653,101521,103961,107879,113308,115027,118313
21000,Kentucky,600,      Wholesale trade,80381,79962,78620,78490,77201,78387,82476,83561,82377,80587,79836,77686,76457,78403,79468,77042,74838
21000,Kentucky,700,      Retail trade,251152,248863,247483,247159,243392,246688,254809,262020,260225,260408,259346,258360,258919,261057,270458,266276,266270
21000,Kentucky,800,      Transportation and warehousing,108725,103739,104249,102520,98602,99826,105457,107501,103594,101872,97281,95685,97413,99531,100909,95752,93789
21000,Kentucky,900,      Information,31148,31025,31298,31677,30761,31852,33919,34236,33623,32945,32640,34259,35269,37777,37743,34362,34267
21000,Kentucky,1000,      Finance and insurance,104655,103673,101730,100728,96323,99641,97324,93643,91204,87269,85688,83606,82685,80163,80798,78615,78517
21000,Kentucky,1100,      Real estate and rental and leasing,75680,75451,74133,76394,73512,71046,72147,71402,67852,65147,60498,57083,55274,55455,55459,51199,53833
21000,Kentucky,1200,"      Professional, scientific, and technical services",109656,106979,104582,106550,106169,106876,107215,103854,97071,93729,91551,89378,87932,88092,86584,83431,79277
21000,Kentucky,1300,      Management of companies and enterprises,22411,22259,22239,21635,21063,21300,21424,20532,17376,17026,16592,15132,14565,14478,15325,15595,16499
21000,Kentucky,1400,      Administrative and support and waste management and remediation services,153936,145779,139329,133620,125473,116640,126847,132878,131609,123679,117946,111184,109535,106878,114139,106255,96809
21000,Kentucky,1500,      Educational services,41435,39867,39519,38836,38472,37160,35794,35704,35087,34154,32754,31487,31583,30353,28059,26894,25647
21000,Kentucky,1600,      Health care and social assistance,255476,256866,257136,250389,245737,242470,239720,235213,229902,225409,220647,219261,213313,206067,201111,200302,194080
21000,Kentucky,1700,"      Arts, entertainment, and recreation",38543,38145,37433,35883,35434,35784,36007,35448,33773,32517,31870,30780,30709,29531,30227,29014,27003
21000,Kentucky,1800,      Accommodation and food services,171462,168455,164361,160976,157994,158254,162258,162428,158821,154822,151783,146793,143157,142369,138712,139789,136209
21000,Kentucky,1900,      Other services (except public administration),131513,128861,128701,127963,123075,125236,127670,128252,126127,125188,125355,124377,122397,117489,116189,118662,113936
21000,Kentucky,2000,    Government and government enterprises,363267,368382,372304,381482,383293,374848,370388,366399,361297,354603,349589,348700,347716,347777,345937,334717,329145
21000,Kentucky,2001,"      Federal, civilian",37701,38497,39793,40948,42451,40165,38698,37907,37820,37436,37221,37499,37935,36255,38788,35993,36839
21000,Kentucky,2002,      Military,50331,53700,55564,59445,58126,54773,53779,50832,50333,49155,46721,47114,47224,48950,48899,47861,47133
21000,Kentucky,2010,      State and local,275235,276185,276947,281089,282716,279910,277911,277660,273144,268012,265647,264087,262557,262572,258250,250863,245173
21000,Kentucky,2011,        State government,101289,100329,100157,100426,102183,100536,98862,99932,96139,93377,92996,92094,91385,92574,90795,85966,84681
21000,Kentucky,2012,        Local government,173946,175856,176790,180663,180533,179374,179049,177728,177005,174635,172651,171993,171172,169998,167455,164897,160492
22000,Louisiana,10,Total employment,2677974,2638143,2598016,2561825,2532182,2532846,2549890,2498694,2409153,2396319,2430744,2416765,2397670,2395936,2387379,2351477,2336873
22000,Louisiana,20,  Wage and salary employment,2069930,2039876,2018389,1998993,1984467,2004363,2041425,2015893,1951365,1983538,2014739,2005905,2001759,2012788,2013967,1994018,1987258
22000,Louisiana,40,  Proprietors employment,608044,598267,579627,562832,547715,528483,508465,482801,457788,412781,416005,410860,395911,383148,373412,357459,349615
22000,Louisiana,50,    Farm proprietors employment,23339,23414,23876,24260,24442,24713,24769,24833,22254,22729,22945,23652,24596,28372,29985,30459,30572
22000,Louisiana,60,    Nonfarm proprietors employment,584705,574853,555751,538572,523273,503770,483696,457968,435534,390052,393060,387208,371315,354776,343427,327000,319043
22000,Louisiana,70,  Farm employment,29517,29967,31057,32546,33353,33588,32535,32810,31121,29992,30638,30827,33892,37909,40125,40551,40514
22000,Louisiana,80,  Nonfarm employment,2648457,2608176,2566959,2529279,2498829,2499258,2517355,2465884,2378032,2366327,2400106,2385938,2363778,2358027,2347254,2310926,2296359
22000,Louisiana,90,    Private nonfarm employment,2281212,2229486,2179317,2131663,2089730,2092716,2116269,2076626,1995272,1959396,1983342,1969303,1949347,1950251,1933369,1900300,1889153
22000,Louisiana,100,"      Forestry, fishing, and related activities",20343,19430,18714,18516,19972,18318,18322,17943,17870,18153,19289,18535,21577,19797,20677,22071,22686
22000,Louisiana,200,"      Mining, quarrying, and oil and gas extraction",85000,83035,81911,70998,73963,67595,71363,60467,57860,52096,50654,55294,54372,58766,51897,52090,63158
22000,Louisiana,300,      Utilities,9186,9471,9475,9640,9878,9908,9811,9707,9790,9921,9961,10108,10218,10174,9741,9500,9458
22000,Louisiana,400,      Construction,196749,187584,181625,176805,177430,192594,199339,201176,195140,175719,168643,169873,165697,170857,171772,170512,169073
22000,Louisiana,500,      Manufacturing,157568,153710,150515,148075,144533,150212,159449,164231,158385,157213,158611,162082,166837,178238,178029,181682,185533
22000,Louisiana,510,        Durable goods manufacturing,83058,80323,78197,76382,74140,79282,86857,90811,86217,81753,81205,82124,84180,90810,89787,92042,94369
