GeoFips,GeoName,LineCode,Description,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
15000,Hawaii,1400,      Administrative and support and waste management and remediation services,52520,50945,54866,57631,56762,54207,54761,57169,58421,61214,63655
15000,Hawaii,1500,      Educational services,16344,17079,17366,18052,18816,19118,19492,19258,19760,19923,20123
15000,Hawaii,1600,      Health care and social assistance,64580,66727,68217,70463,71620,71906,72594,73016,74084,76483,77516
15000,Hawaii,1700,"      Arts, entertainment, and recreation",20397,21016,21125,22844,22377,20975,20582,20741,21682,22476,22720
15000,Hawaii,1800,      Accommodation and food services,96343,99315,101157,102387,100136,94695,94312,97374,100551,103990,106037
15000,Hawaii,1900,      Other services (except public administration),44199,45323,46797,47820,47676,46211,44630,45868,45792,46654,48033
15000,Hawaii,2000,    Government and government enterprises,173476,172462,174891,176391,180421,181264,182072,182102,183078,182774,183500
15000,Hawaii,2001,"      Federal, civilian",31555,31376,31858,31806,32277,33410,34875,34935,34950,33910,33132
15000,Hawaii,2002,      Military,53758,53019,54363,54515,56047,55663,56237,57087,57456,57357,57346
15000,Hawaii,2010,      State and local,88163,88067,88670,90070,92097,92191,90960,90080,90672,91507,93022
15000,Hawaii,2011,        State government,70663,70493,70839,71814,73227,73179,71930,71211,71828,72483,73839
15000,Hawaii,2012,        Local government,17500,17574,17831,18256,18870,19012,19030,18869,18844,19024,19183
16000,Idaho,1,Total Private Employment,699458,734491,775087,804094,794611,754152,740100,751541,755509,774967,795674
16000,Idaho,10,Total employment,824225,859525,900715,931101,923376,883023,868674,878348,882028,901654,922989
16000,Idaho,20,  Wage and salary employment,633683,655683,683804,700563,693158,652632,643274,647201,652559,668146,686595
16000,Idaho,40,  Proprietors employment,190542,203842,216911,230538,230218,230391,225400,231147,229469,233508,236394
16000,Idaho,50,    Farm proprietors employment,23223,23036,22450,22402,22577,22951,22805,22683,22207,22272,22191
16000,Idaho,60,    Nonfarm proprietors employment,167319,180806,194461,208136,207641,207440,202595,208464,207262,211236,214203
16000,Idaho,70,  Farm employment,38975,38170,37728,36892,37843,37274,37294,39387,38712,38674,39793
16000,Idaho,80,  Nonfarm employment,785250,821355,862987,894209,885533,845749,831380,838961,843316,862980,883196
16000,Idaho,90,    Private nonfarm employment,660483,696321,737359,767202,756768,716878,702806,712154,716797,736293,755881
16000,Idaho,100,"      Forestry, fishing, and related activities",12110,12166,11963,12335,12460,12206,12068,12008,12347,12772,13101
16000,Idaho,200,"      Mining, quarrying, and oil and gas extraction",2832,3014,3398,4150,4514,3832,4435,4572,6280,5407,5552
16000,Idaho,300,      Utilities,2018,2135,2238,2314,2422,2303,2963,2974,3013,3014,3145
16000,Idaho,400,      Construction,63782,72835,81470,82082,72940,60001,53728,51015,50874,53978,56581
16000,Idaho,500,      Manufacturing,66354,67137,70538,71574,67887,60527,58386,60167,62242,65405,66611
16000,Idaho,510,        Durable goods manufacturing,41907,43588,46090,46061,41776,34988,33421,35088,36317,38114,38814
16000,Idaho,530,        Nondurable goods manufacturing,24447,23549,24448,25513,26111,25539,24965,25079,25925,27291,27797
16000,Idaho,600,      Wholesale trade,27638,29503,30012,31096,30651,29246,28655,29412,30061,31431,31927
16000,Idaho,700,      Retail trade,96775,100871,105426,109607,107654,101700,98337,99469,100372,102132,104206
16000,Idaho,800,      Transportation and warehousing,22998,23797,24972,26234,26045,25279,24941,25652,26299,26386,27404
16000,Idaho,900,      Information,11812,12706,13265,13946,14301,13184,12653,12354,11986,12041,12069
16000,Idaho,1000,      Finance and insurance,28684,30303,32359,35178,37272,38566,37045,39349,37994,38326,38689
16000,Idaho,1100,      Real estate and rental and leasing,31872,37812,42357,45350,45012,42214,42612,43236,41614,42756,43072
16000,Idaho,1200,"      Professional, scientific, and technical services",47017,48475,51624,54844,54779,53005,52704,52862,52092,52304,54112
16000,Idaho,1300,      Management of companies and enterprises,7639,7959,8040,8101,7703,7153,6337,6316,6405,6022,6086
16000,Idaho,1400,      Administrative and support and waste management and remediation services,47212,50313,53693,54407,53568,50268,49438,49544,49785,52586,53347
16000,Idaho,1500,      Educational services,11294,11844,12624,13146,13386,13909,14578,14735,15193,15740,16255
16000,Idaho,1600,      Health care and social assistance,72000,74300,77434,81485,84684,87357,89638,91138,91736,94448,97385
16000,Idaho,1700,"      Arts, entertainment, and recreation",14590,15025,16099,17277,17390,16968,17303,17671,18373,18801,19478
16000,Idaho,1800,      Accommodation and food services,52688,54145,56420,59200,59402,55261,54524,56176,56934,58627,61126
16000,Idaho,1900,      Other services (except public administration),41168,41981,43427,44876,44698,43899,42461,43504,43197,44117,45735
16000,Idaho,2000,    Government and government enterprises,124767,125034,125628,127007,128765,128871,128574,126807,126519,126687,127315
16000,Idaho,2001,"      Federal, civilian",13387,13134,12915,12910,13233,13582,13710,12733,12673,12446,12350
16000,Idaho,2002,      Military,10063,9615,9785,10006,10151,10129,9899,9552,9573,9510,9235
16000,Idaho,2010,      State and local,101317,102285,102928,104091,105381,105160,104965,104522,104273,104731,105730
16000,Idaho,2011,        State government,30268,30011,29392,29682,29937,29513,29031,29373,29374,29389,29499
16000,Idaho,2012,        Local government,71049,72274,73536,74409,75444,75647,75934,75149,74899,75342,76231
17000,Illinois,1,Total Private Employment,6355161,6444722,6560495,6690661,6659232,6412028,6345135,6488594,6550180,6620431,6725110
17000,Illinois,10,Total employment,7251642,7338175,7455643,7588473,7567801,7326752,7252482,7379722,7431829,7494820,7595648
17000,Illinois,20,  Wage and salary employment,6018274,6055202,6135532,6183040,6155329,5871718,5795826,5858922,5926484,5964998,6048181
17000,Illinois,40,  Proprietors employment,1233368,1282973,1320111,1405433,1412472,1455034,1456656,1520800,1505345,1529822,1547467
17000,Illinois,50,    Farm proprietors employment,61664,61040,59651,62701,62656,62244,62436,62365,61551,62130,61663
17000,Illinois,60,    Nonfarm proprietors employment,1171704,1221933,1260460,1342732,1349816,1392790,1394220,1458435,1443794,1467692,1485804
17000,Illinois,70,  Farm employment,76924,78311,77657,80527,79047,77654,80142,79335,77352,74799,73358
17000,Illinois,80,  Nonfarm employment,7174718,7259864,7377986,7507946,7488754,7249098,7172340,7300387,7354477,7420021,7522290
17000,Illinois,90,    Private nonfarm employment,6278237,6366411,6482838,6610134,6580185,6334374,6264993,6409259,6472828,6545632,6651752
17000,Illinois,100,"      Forestry, fishing, and related activities",10823,10884,10566,11490,11957,12133,11633,11879,12167,12383,13586
17000,Illinois,200,"      Mining, quarrying, and oil and gas extraction",16622,17496,18703,19494,23194,22391,25573,22723,28768,29761,31382
17000,Illinois,300,      Utilities,24578,24012,23742,23871,24707,24366,24050,24222,24724,24679,24961
17000,Illinois,400,      Construction,393091,403586,415630,410726,388587,344885,315458,310767,304384,308462,321105
17000,Illinois,500,      Manufacturing,713715,705804,700079,694099,676108,597879,578567,593824,602807,600933,602716
17000,Illinois,510,        Durable goods manufacturing,430304,428318,430270,426153,413229,351018,339518,354684,364917,362470,362107
17000,Illinois,530,        Nondurable goods manufacturing,283411,277486,269809,267946,262879,246861,239049,239140,237890,238463,240609
17000,Illinois,600,      Wholesale trade,315483,321701,327850,331649,330007,313166,305435,310192,314027,318278,319574
17000,Illinois,700,      Retail trade,743906,749434,750690,757492,742323,710799,693969,708428,704989,708035,715479
17000,Illinois,800,      Transportation and warehousing,286087,293865,299770,308766,305146,293923,293211,307270,318332,323738,333226
17000,Illinois,900,      Information,138498,138217,135667,136330,135110,124875,120067,119284,118980,117719,118361
17000,Illinois,1000,      Finance and insurance,435140,437003,438428,459289,474841,494692,477723,499363,492057,492655,489867
17000,Illinois,1100,      Real estate and rental and leasing,250832,268373,279709,290241,282244,273370,276850,281087,274057,276864,279122
17000,Illinois,1200,"      Professional, scientific, and technical services",481947,492109,508013,525061,529767,506977,504106,513087,520937,535372,548826
17000,Illinois,1300,      Management of companies and enterprises,92090,95957,99629,100205,103306,100563,101734,103557,108396,109346,109172
17000,Illinois,1400,      Administrative and support and waste management and remediation services,481869,486254,504941,518828,503762,459680,478459,495779,513219,526796,544173
17000,Illinois,1500,      Educational services,153813,160118,171163,174365,180468,190086,195208,197423,201317,206476,211322
17000,Illinois,1600,      Health care and social assistance,728503,738936,757800,782387,798376,810971,821292,836519,846066,852267,861377
17000,Illinois,1700,"      Arts, entertainment, and recreation",138339,140209,141980,146720,148655,145864,145954,148613,152470,153076,156432
17000,Illinois,1800,      Accommodation and food services,450455,457429,469299,479771,480279,468020,465108,475311,484982,495479,504201
17000,Illinois,1900,      Other services (except public administration),422446,425024,429179,439350,441348,439734,430596,449931,450149,453313,466870
17000,Illinois,2000,    Government and government enterprises,896481,893453,895148,897812,908569,914724,907347,891128,881649,874389,870538
17000,Illinois,2001,"      Federal, civilian",90139,89325,88072,87442,87412,87547,92005,85985,83228,81214,79975
17000,Illinois,2002,      Military,49960,47031,47195,48053,48545,48155,47776,44574,43853,43324,41893
17000,Illinois,2010,      State and local,756382,757097,759881,762317,772612,779022,767566,760569,754568,749851,748670
17000,Illinois,2011,        State government,157138,156299,155278,154479,156481,157756,155374,155607,152467,150996,152056
17000,Illinois,2012,        Local government,599244,600798,604603,607838,616131,621266,612192,604962,602101,598855,596614
18000,Indiana,1,Total Private Employment,3148275,3188741,3227495,3268134,3222134,3064363,3061150,3133138,3186781,3231517,3286734
18000,Indiana,10,Total employment,3589378,3629742,3671528,3719240,3682729,3526276,3519340,3584521,3633616,3674547,3729352
18000,Indiana,20,  Wage and salary employment,3015965,3035112,3060168,3076261,3044194,2879245,2877455,2920175,2978283,3011204,3057584
18000,Indiana,40,  Proprietors employment,573413,594630,611360,642979,638535,647031,641885,664346,655333,663343,671768
18000,Indiana,50,    Farm proprietors employment,52527,52119,51048,52276,52258,52683,53288,53564,51001,51475,51236
18000,Indiana,60,    Nonfarm proprietors employment,520886,542511,560312,590703,586277,594348,588597,610782,604332,611868,620532
18000,Indiana,70,  Farm employment,63328,63585,64241,63979,61507,63120,67194,64083,64758,63865,62755
18000,Indiana,80,  Nonfarm employment,3526050,3566157,3607287,3655261,3621222,3463156,3452146,3520438,3568858,3610682,3666597
18000,Indiana,90,    Private nonfarm employment,3084947,3125156,3163254,3204155,3160627,3001243,2993956,3069055,3122023,3167652,3223979
18000,Indiana,100,"      Forestry, fishing, and related activities",7626,7883,7944,8599,8705,8723,8728,8833,9083,9394,10120
18000,Indiana,200,"      Mining, quarrying, and oil and gas extraction",9151,9256,9608,10036,11101,10771,11839,11255,13456,13698,14393
18000,Indiana,300,      Utilities,14822,15079,15258,15374,15702,15748,15389,15059,14682,14529,14519
18000,Indiana,400,      Construction,215752,221053,223736,225272,216408,190629,179720,184043,190144,189191,189849
18000,Indiana,500,      Manufacturing,582190,581467,576453,562111,532946,456137,460856,477815,495967,507425,523920
18000,Indiana,510,        Durable goods manufacturing,426131,426443,422207,409621,385455,318709,322979,339849,355433,362461,374258
18000,Indiana,530,        Nondurable goods manufacturing,156059,155024,154246,152490,147491,137428,137877,137966,140534,144964,149662
18000,Indiana,600,      Wholesale trade,127951,131403,133772,135839,134577,125028,122730,124906,125147,126256,127020
18000,Indiana,700,      Retail trade,408561,409324,407668,405492,393382,378765,370036,376935,379359,384876,388457
18000,Indiana,800,      Transportation and warehousing,135455,141799,146362,149966,146411,139205,138456,143485,147229,149900,154672
18000,Indiana,900,      Information,47672,47485,47735,48691,47998,45645,43906,42654,43691,43894,43798
18000,Indiana,1000,      Finance and insurance,135419,134063,134912,139829,143210,146705,143357,148670,146085,146611,147783
18000,Indiana,1100,      Real estate and rental and leasing,106402,113015,114902,119833,117152,114651,116755,120177,117995,118408,119093
18000,Indiana,1200,"      Professional, scientific, and technical services",144330,146081,150849,158886,161139,156533,156139,157268,158553,161128,165113
18000,Indiana,1300,      Management of companies and enterprises,28077,27577,28175,29855,31536,29634,29150,30191,31332,33207,34390
18000,Indiana,1400,      Administrative and support and waste management and remediation services,192053,198545,204873,210142,204125,188486,201876,213550,219247,224100,234046
18000,Indiana,1500,      Educational services,65668,67691,70820,72648,75213,75792,77955,78987,79599,81530,83519
18000,Indiana,1600,      Health care and social assistance,343399,349986,359347,371484,380720,389191,395139,400039,407044,413008,413871
18000,Indiana,1700,"      Arts, entertainment, and recreation",67530,67805,68135,69901,71286,70700,69885,69961,70497,70566,70656
18000,Indiana,1800,      Accommodation and food services,241989,245519,250270,253638,254506,247266,244278,250879,256912,261943,265928
18000,Indiana,1900,      Other services (except public administration),210900,210125,212435,216559,214510,211634,207762,214348,216001,217988,222832
18000,Indiana,2000,    Government and government enterprises,441103,441001,444033,451106,460595,461913,458190,451383,446835,443030,442618
18000,Indiana,2001,"      Federal, civilian",36452,36533,36765,37039,38049,39217,42266,38374,37602,37021,36322
18000,Indiana,2002,      Military,21043,20547,20566,20705,21836,22353,22188,22321,21601,21468,21488
18000,Indiana,2010,      State and local,383608,383921,386702,393362,400710,400343,393736,390688,387632,384541,384808
18000,Indiana,2011,        State government,112698,111531,111581,114452,117477,118224,117430,118863,117956,115750,115324
18000,Indiana,2012,        Local government,270910,272390,275121,278910,283233,282119,276306,271825,269676,268791,269484
19000,Iowa,1,Total Private Employment,1641098,1674824,1701627,1727172,1729562,1688968,1676409,1702817,1720086,1744934,1764143
19000,Iowa,10,Total employment,1901176,1934813,1963484,1990673,1995784,1959105,1945117,1970978,1987528,2012174,2031620
19000,Iowa,20,  Wage and salary employment,1523691,1547859,1571356,1583442,1590653,1547457,1537132,1553036,1571483,1593246,1609473
19000,Iowa,40,  Proprietors employment,377485,386954,392128,407231,405131,411648,407985,417942,416045,418928,422147
19000,Iowa,50,    Farm proprietors employment,74640,73612,71617,74306,73352,72595,72352,72700,72209,72641,72265
19000,Iowa,60,    Nonfarm proprietors employment,302845,313342,320511,332925,331779,339053,335633,345242,343836,346287,349882
19000,Iowa,70,  Farm employment,89651,91191,87603,89989,91436,88830,91009,90854,88193,91899,87080
19000,Iowa,80,  Nonfarm employment,1811525,1843622,1875881,1900684,1904348,1870275,1854108,1880124,1899335,1920275,1944540
19000,Iowa,90,    Private nonfarm employment,1551447,1583633,1614024,1637183,1638126,1600138,1585400,1611963,1631893,1653035,1677063
19000,Iowa,100,"      Forestry, fishing, and related activities",11017,11269,11359,12565,13428,14454,15208,15314,15946,16593,15669
19000,Iowa,200,"      Mining, quarrying, and oil and gas extraction",2803,2902,3111,3358,3796,3829,4204,4035,5052,5190,5371
19000,Iowa,300,      Utilities,7658,7118,7123,7309,7517,7331,7082,6813,6743,6707,6760
19000,Iowa,400,      Construction,108267,113974,117640,116450,115989,107423,101419,101589,104505,108054,115378
19000,Iowa,500,      Manufacturing,228869,234912,237178,235962,233224,209667,206667,212358,217188,221342,224382
19000,Iowa,510,        Durable goods manufacturing,139462,144326,146877,145867,142709,121724,120284,126121,130523,133114,135378
19000,Iowa,530,        Nondurable goods manufacturing,89407,90586,90301,90095,90515,87943,86383,86237,86665,88228,89004
19000,Iowa,600,      Wholesale trade,70599,72500,72803,73467,74257,72003,70832,72254,73610,74375,74085
19000,Iowa,700,      Retail trade,228252,229022,228572,226558,221994,219407,214415,218092,218327,221153,222569
19000,Iowa,800,      Transportation and warehousing,66488,69690,72065,74095,73396,72192,70947,72515,73713,73709,74833
19000,Iowa,900,      Information,36500,36703,36374,36739,36284,34492,32849,32617,31226,30402,30044
19000,Iowa,1000,      Finance and insurance,104795,106532,110248,116196,121087,125966,125379,130021,128835,129603,129799
19000,Iowa,1100,      Real estate and rental and leasing,45024,47335,49571,49701,50657,50991,52629,53074,53638,55038,55743
19000,Iowa,1200,"      Professional, scientific, and technical services",65590,65835,67782,71870,72374,70729,70965,71695,73045,75231,77244
19000,Iowa,1300,      Management of companies and enterprises,10585,12118,13090,13522,13874,14034,14062,15622,16903,17430,19095
19000,Iowa,1400,      Administrative and support and waste management and remediation services,82972,83736,86357,89864,89361,85293,88921,89684,91277,91027,92320
19000,Iowa,1500,      Educational services,39576,40711,42154,41465,42391,44067,45525,46123,46623,47420,48036
19000,Iowa,1600,      Health care and social assistance,190164,192335,196979,202080,205123,207916,209683,210389,213057,214653,216422
19000,Iowa,1700,"      Arts, entertainment, and recreation",32262,32848,34248,34966,35173,35056,34504,35520,35177,33849,34251
19000,Iowa,1800,      Accommodation and food services,116409,119522,122434,125197,123723,121313,118875,120622,122935,126729,127825
19000,Iowa,1900,      Other services (except public administration),103617,104571,104936,105819,104478,103975,101234,103626,104093,104530,107237
19000,Iowa,2000,    Government and government enterprises,260078,259989,261857,263501,266222,270137,268708,268161,267442,267240,267477
19000,Iowa,2001,"      Federal, civilian",18379,18193,18165,18315,18390,18556,19190,18045,17631,17446,17574
19000,Iowa,2002,      Military,14235,13673,13272,12761,12875,12900,13040,13011,12905,12673,12211
19000,Iowa,2010,      State and local,227464,228123,230420,232425,234957,238681,236478,237105,236906,237121,237692
19000,Iowa,2011,        State government,65776,65325,65529,66289,67664,68104,65856,66595,66585,66774,66559
19000,Iowa,2012,        Local government,161688,162798,164891,166136,167293,170577,170622,170510,170321,170347,171133
20000,Kansas,1,Total Private Employment,1465883,1480713,1507724,1551787,1562365,1517756,1497990,1519639,1542002,1570407,1601282
20000,Kansas,10,Total employment,1749709,1763469,1795997,1846156,1860833,1818168,1801731,1819440,1839921,1867040,1896765
20000,Kansas,20,  Wage and salary employment,1405649,1410921,1434823,1468128,1477312,1428186,1408765,1418264,1433367,1447192,1471776
20000,Kansas,40,  Proprietors employment,344060,352548,361174,378028,383521,389982,392966,401176,406554,419848,424989
20000,Kansas,50,    Farm proprietors employment,55703,55592,54114,55108,54530,53973,53857,53660,52804,53410,52744
20000,Kansas,60,    Nonfarm proprietors employment,288357,296956,307060,322920,328991,336009,339109,347516,353750,366438,372245
20000,Kansas,70,  Farm employment,67587,66814,64910,65718,63808,62786,63882,65761,63694,62750,64636
20000,Kansas,80,  Nonfarm employment,1682122,1696655,1731087,1780438,1797025,1755382,1737849,1753679,1776227,1804290,1832129
20000,Kansas,90,    Private nonfarm employment,1398296,1413899,1442814,1486069,1498557,1454970,1434108,1453878,1478308,1507657,1536646
20000,Kansas,100,"      Forestry, fishing, and related activities",7556,7872,7672,8163,8582,9012,9235,9390,9650,9986,10092
20000,Kansas,200,"      Mining, quarrying, and oil and gas extraction",18106,19515,22206,24115,31563,30039,36286,31815,42604,46831,49337
20000,Kansas,300,      Utilities,7355,7441,7477,7592,7850,7934,8025,8230,8156,7957,8008
20000,Kansas,400,      Construction,93386,95301,97881,99664,98469,91188,84965,83645,86087,88324,91847
20000,Kansas,500,      Manufacturing,181697,185279,188100,192940,193137,173817,166013,167302,169292,169997,169818
20000,Kansas,510,        Durable goods manufacturing,110816,115121,118338,122539,125095,107899,101065,101825,103864,104805,103172
20000,Kansas,530,        Nondurable goods manufacturing,70881,70158,69762,70401,68042,65918,64948,65477,65428,65192,66646
20000,Kansas,600,      Wholesale trade,64494,64517,64835,66105,67827,66151,64419,64769,64002,64994,66594
20000,Kansas,700,      Retail trade,192847,191253,190741,191101,186531,182112,177982,180800,180698,183390,186047
20000,Kansas,800,      Transportation and warehousing,55408,55990,57456,59224,58577,56176,54758,57041,59224,59335,60930
20000,Kansas,900,      Information,45515,43480,43823,45064,42911,38635,33375,32110,31774,31687,31987
20000,Kansas,1000,      Finance and insurance,78721,78956,81247,86418,90060,94248,92567,99807,98732,100227,101023
20000,Kansas,1100,      Real estate and rental and leasing,49821,52830,54258,56737,57182,56671,58693,60667,58705,60589,61379
20000,Kansas,1200,"      Professional, scientific, and technical services",85024,85119,87596,92962,95686,93679,93158,93409,95448,100874,102458
20000,Kansas,1300,      Management of companies and enterprises,10593,11781,13001,13297,15150,14796,16497,15255,15006,16619,20099
20000,Kansas,1400,      Administrative and support and waste management and remediation services,85260,89507,93822,99036,97668,92764,93745,98191,100520,104779,107858
20000,Kansas,1500,      Educational services,21687,22075,22503,23709,24667,25129,26057,26081,26619,27415,28405
20000,Kansas,1600,      Health care and social assistance,172815,173831,177086,182422,186483,189071,188578,190956,193136,193611,195264
20000,Kansas,1700,"      Arts, entertainment, and recreation",25249,25920,26524,27499,27483,27263,27481,28512,30768,31123,31691
20000,Kansas,1800,      Accommodation and food services,106733,107273,110057,111100,111400,109814,108677,110618,112608,114120,115360
20000,Kansas,1900,      Other services (except public administration),96029,95959,96529,98921,97331,96471,93597,95280,95279,95799,98449
20000,Kansas,2000,    Government and government enterprises,283826,282756,288273,294369,298468,300412,303741,299801,297919,296633,295483
20000,Kansas,2001,"      Federal, civilian",25957,25871,26479,24880,25196,26362,28495,27356,26476,25434,24903
20000,Kansas,2002,      Military,28585,27852,30527,33003,33253,34418,37102,37679,37542,36331,35922
20000,Kansas,2010,      State and local,229284,229033,231267,236486,240019,239632,238144,234766,233901,234868,234658
20000,Kansas,2011,        State government,55294,54521,53988,55205,55699,53847,53275,53450,52582,53589,53357
20000,Kansas,2012,        Local government,173990,174512,177279,181281,184320,185785,184869,181316,181319,181279,181301
21000,Kentucky,1,Total Private Employment,1948710,1979249,2012008,2047794,2032161,1953103,1939124,1983963,2013040,2033912,2073834
21000,Kentucky,10,Total employment,2298299,2333852,2373305,2414193,2402549,2327951,2322417,2365445,2385344,2402294,2437101
21000,Kentucky,20,  Wage and salary employment,1884007,1907892,1934131,1956179,1949451,1870449,1866856,1887646,1910516,1923758,1952624
21000,Kentucky,40,  Proprietors employment,414292,425960,439174,458014,453098,457502,455561,477799,474828,478536,484477
21000,Kentucky,50,    Farm proprietors employment,76935,75720,74111,74822,73415,72174,71511,70786,69282,69237,69178
21000,Kentucky,60,    Nonfarm proprietors employment,337357,350240,365063,383192,379683,385328,384050,407013,405546,409299,415299
21000,Kentucky,70,  Farm employment,96919,91230,89393,89477,87541,84803,84173,84789,84063,82897,83775
21000,Kentucky,80,  Nonfarm employment,2201380,2242622,2283912,2324716,2315008,2243148,2238244,2280656,2301281,2319397,2353326
21000,Kentucky,90,    Private nonfarm employment,1851791,1888019,1922615,1958317,1944620,1868300,1854951,1899174,1928977,1951015,1990059
21000,Kentucky,100,"      Forestry, fishing, and related activities",12438,12529,12661,13008,13391,13414,12910,12931,13033,13222,13490
21000,Kentucky,200,"      Mining, quarrying, and oil and gas extraction",22960,25108,27326,26752,30272,29593,29782,29330,30299,27087,26907
21000,Kentucky,300,      Utilities,6612,6727,6824,6926,6871,6793,6691,6709,6767,6725,6860
21000,Kentucky,400,      Construction,136654,141306,140474,142744,139841,127751,117194,117757,117938,117884,123522
21000,Kentucky,500,      Manufacturing,269340,267597,266689,262215,251178,219589,215166,219627,230127,236173,243107
21000,Kentucky,510,        Durable goods manufacturing,169687,170488,170555,166410,157536,131776,129005,133307,143012,147792,154281
21000,Kentucky,530,        Nondurable goods manufacturing,99653,97109,96134,95805,93642,87813,86161,86320,87115,88381,88826
21000,Kentucky,600,      Wholesale trade,79836,80587,82377,83561,82476,78387,77201,78490,78620,79962,80381
21000,Kentucky,700,      Retail trade,259346,260408,260225,262020,254809,246688,243392,247159,247483,248863,251152
21000,Kentucky,800,      Transportation and warehousing,97281,101872,103594,107501,105457,99826,98602,102520,104249,103739,108725
21000,Kentucky,900,      Information,32640,32945,33623,34236,33919,31852,30761,31677,31298,31025,31148
21000,Kentucky,1000,      Finance and insurance,85688,87269,91204,93643,97324,99641,96323,100728,101730,103673,104655
21000,Kentucky,1100,      Real estate and rental and leasing,60498,65147,67852,71402,72147,71046,73512,76394,74133,75451,75680
21000,Kentucky,1200,"      Professional, scientific, and technical services",91551,93729,97071,103854,107215,106876,106169,106550,104582,106979,109656
21000,Kentucky,1300,      Management of companies and enterprises,16592,17026,17376,20532,21424,21300,21063,21635,22239,22259,22411
21000,Kentucky,1400,      Administrative and support and waste management and remediation services,117946,123679,131609,132878,126847,116640,125473,133620,139329,145779,153936
21000,Kentucky,1500,      Educational services,32754,34154,35087,35704,35794,37160,38472,38836,39519,39867,41435
21000,Kentucky,1600,      Health care and social assistance,220647,225409,229902,235213,239720,242470,245737,250389,257136,256866,255476
21000,Kentucky,1700,"      Arts, entertainment, and recreation",31870,32517,33773,35448,36007,35784,35434,35883,37433,38145,38543
21000,Kentucky,1800,      Accommodation and food services,151783,154822,158821,162428,162258,158254,157994,160976,164361,168455,171462
21000,Kentucky,1900,      Other services (except public administration),125355,125188,126127,128252,127670,125236,123075,127963,128701,128861,131513
21000,Kentucky,2000,    Government and government enterprises,349589,354603,361297,366399,370388,374848,383293,381482,372304,368382,363267
21000,Kentucky,2001,"      Federal, civilian",37221,37436,37820,37907,38698,40165,42451,40948,39793,38497,37701
21000,Kentucky,2002,      Military,46721,49155,50333,50832,53779,54773,58126,59445,55564,53700,50331
21000,Kentucky,2010,      State and local,265647,268012,273144,277660,277911,279910,282716,281089,276947,276185,275235
21000,Kentucky,2011,        State government,92996,93377,96139,99932,98862,100536,102183,100426,100157,100329,101289
21000,Kentucky,2012,        Local government,172651,174635,177005,177728,179049,179374,180533,180663,176790,175856,173946
22000,Louisiana,1,Total Private Employment,2013980,1989388,2026393,2109436,2148804,2126304,2123083,2164209,2210374,2259453,2310729
22000,Louisiana,10,Total employment,2430744,2396319,2409153,2498694,2549890,2532846,2532182,2561825,2598016,2638143,2677974
22000,Louisiana,20,  Wage and salary employment,2014739,1983538,1951365,2015893,2041425,2004363,1984467,1998993,2018389,2039876,2069930
22000,Louisiana,40,  Proprietors employment,416005,412781,457788,482801,508465,528483,547715,562832,579627,598267,608044
22000,Louisiana,50,    Farm proprietors employment,22945,22729,22254,24833,24769,24713,24442,24260,23876,23414,23339
22000,Louisiana,60,    Nonfarm proprietors employment,393060,390052,435534,457968,483696,503770,523273,538572,555751,574853,584705
22000,Louisiana,70,  Farm employment,30638,29992,31121,32810,32535,33588,33353,32546,31057,29967,29517
22000,Louisiana,80,  Nonfarm employment,2400106,2366327,2378032,2465884,2517355,2499258,2498829,2529279,2566959,2608176,2648457
22000,Louisiana,90,    Private nonfarm employment,1983342,1959396,1995272,2076626,2116269,2092716,2089730,2131663,2179317,2229486,2281212
22000,Louisiana,100,"      Forestry, fishing, and related activities",19289,18153,17870,17943,18322,18318,19972,18516,18714,19430,20343
22000,Louisiana,200,"      Mining, quarrying, and oil and gas extraction",50654,52096,57860,60467,71363,67595,73963,70998,81911,83035,85000
22000,Louisiana,300,      Utilities,9961,9921,9790,9707,9811,9908,9878,9640,9475,9471,9186
22000,Louisiana,400,      Construction,168643,175719,195140,201176,199339,192594,177430,176805,181625,187584,196749
22000,Louisiana,500,      Manufacturing,158611,157213,158385,164231,159449,150212,144533,148075,150515,153710,157568
22000,Louisiana,510,        Durable goods manufacturing,81205,81753,86217,90811,86857,79282,74140,76382,78197,80323,83058
22000,Louisiana,530,        Nondurable goods manufacturing,77406,75460,72168,73420,72592,70930,70393,71693,72318,73387,74510
22000,Louisiana,600,      Wholesale trade,81435,79527,79318,82260,82141,78563,76774,79123,79170,80282,80412
22000,Louisiana,700,      Retail trade,266222,260060,263851,270039,268124,265262,259799,264990,266976,270852,274407
22000,Louisiana,800,      Transportation and warehousing,89449,89503,90760,94703,95024,90106,89454,93477,96316,99683,103696
22000,Louisiana,900,      Information,34746,33912,32112,32917,33831,29799,29839,29303,30156,32368,31774
22000,Louisiana,1000,      Finance and insurance,87743,84582,84976,88252,93350,99147,99737,106344,105856,106620,106743
22000,Louisiana,1100,      Real estate and rental and leasing,79151,82267,86335,90500,94818,93972,97979,99725,103102,106708,106362
22000,Louisiana,1200,"      Professional, scientific, and technical services",116699,114600,123065,128880,133364,130017,130700,130086,136419,139768,142336
22000,Louisiana,1300,      Management of companies and enterprises,23084,23135,23007,24031,27186,27662,27466,27821,28501,28750,28819
22000,Louisiana,1400,      Administrative and support and waste management and remediation services,129096,129703,139518,145686,146593,143185,145793,147351,148869,151947,156172
